course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
practical php: master the basics and code dynamic websites,No Pago,0,83737,4598,45,all levels,6.5,2014-07-19T03:02:05Z,web development
sass workflow,No Pago,0,20890,945,21,beginner level,3.0,2015-02-06T15:54:23Z,web development
learn php fundamentals from scratch,No Pago,0,48650,1236,9,beginner level,2.0,2013-10-16T08:12:40Z,web development
xml for absolute beginners: learn to create your own tags,Pago,75,1945,58,10,beginner level,1.0,2015-12-17T17:27:32Z,web development
joomla: create a joomla website this weekend with no coding!,No Pago,0,18496,386,30,beginner level,2.0,2014-10-06T20:19:00Z,web development
javascript for beginners  a complete guide,Pago,100,1193,87,58,all levels,10.5,2015-06-16T00:35:45Z,web development
laravel deployment  launch your laravel application online,No Pago,0,4905,101,13,intermediate level,1.0,2016-10-22T20:12:05Z,web development
wordpress development crash course: from zero to hero,Pago,60,1699,8,22,all levels,2.0,2016-02-01T22:07:26Z,web development
learn how to create a wordpress theme using pinegrow,No Pago,0,11812,152,19,intermediate level,2.0,2015-07-27T18:26:45Z,web development
learn to build web apps using laravel framework,Pago,30,746,93,39,all levels,6.5,2015-11-10T22:15:21Z,web development
flexbox: the complete guide,Pago,35,189,7,16,all levels,1.0,2017-06-09T23:29:48Z,web development
how to safely copy and move your wordpress website,Pago,60,1419,38,20,intermediate level,1.5,2014-11-05T13:21:19Z,web development
angularjs :basics for beginners,Pago,45,1237,16,14,all levels,1.0,2016-09-19T14:50:49Z,web development
json for beginners: a very basic introduction,Pago,65,1703,27,8,beginner level,1.0,2016-01-18T23:06:45Z,web development
learn sass and improve your css,Pago,55,1849,29,24,all levels,3.0,2014-12-20T00:21:05Z,web development
angular tutorial for beginners,No Pago,0,5397,112,36,beginner level,2.5,2017-02-28T04:07:50Z,web development
html and css for absolute beginners,No Pago,0,4410,52,26,all levels,3.0,2017-01-20T17:02:27Z,web development
javascript jquery and ajax,Pago,20,1554,30,60,all levels,4.0,2016-02-02T18:36:12Z,web development
laravel blog development starter,No Pago,0,4499,138,20,all levels,2.0,2017-02-14T00:38:18Z,web development
react: learn reactjs fundamentals for frontend developers,Pago,55,1993,55,26,all levels,4.0,2016-06-06T15:29:42Z,web development
javascript for absolute beginners  level two,Pago,30,424,85,9,intermediate level,1.0,2016-09-20T17:59:39Z,web development
how to create a real estate website with wordpress 2017,No Pago,0,3782,32,11,beginner level,1.5,2017-06-06T14:10:36Z,web development
the complete html5 and css3 course  with 8 websites design,Pago,30,1551,42,78,all levels,7.5,2015-12-07T19:32:22Z,web development
introduction to modern programming with php,Pago,20,954,183,123,beginner level,16.0,2015-08-27T19:20:42Z,web development
html introduction course: learn html in 2 hours!!!,No Pago,0,7304,368,28,all levels,2.0,2016-03-08T15:24:31Z,web development
learn html & css: how to start your web development career,No Pago,0,15462,689,60,beginner level,4.5,2015-09-29T19:46:45Z,web development
react vs angular vs vuejs by example,No Pago,0,6958,132,30,beginner level,3.5,2017-06-02T21:57:07Z,web development
create wordpress plugins,Pago,50,964,19,21,all levels,2.5,2016-04-08T21:24:12Z,web development
build and deploy a lamp server on aws,No Pago,0,3571,18,8,beginner level,1.0,2017-06-19T23:33:54Z,web development
build your own beautiful blog in wordpress + seo,Pago,200,2421,6,28,all levels,3.0,2015-11-25T18:00:35Z,web development
angularjs authentication: secure your app with auth0,No Pago,0,21689,1080,13,all levels,1.0,2016-04-01T05:51:48Z,web development
learn bootstrap 4 by example,No Pago,0,5542,54,9,all levels,1.0,2017-06-12T20:30:50Z,web development
complete woocommerce plugin tutorial for wordpress 2017,No Pago,0,7922,183,16,beginner level,1.5,2017-01-27T16:47:14Z,web development
how to build and make a wordpress website from scratch 2017,No Pago,0,7055,166,24,all levels,2.0,2017-01-24T04:59:20Z,web development
docker for developers  newest version 112 with swarm mode,Pago,95,767,104,81,beginner level,5.5,2016-07-22T15:37:25Z,web development
angular material  quickstart,No Pago,0,3766,135,14,beginner level,0.7,2017-03-09T22:12:32Z,web development
html and css for beginners  build a website & launch online,No Pago,0,70773,5660,50,all levels,6.0,2015-03-19T19:07:12Z,web development
core: a web app reference guide for django python and more,Pago,195,2497,98,154,all levels,26.0,2014-05-29T00:58:43Z,web development
json with java apis jquery and json rest web services,Pago,95,799,87,41,beginner level,6.0,2016-05-30T23:54:43Z,web development
bootstrap 4 quick start: code modern responsive websites,No Pago,0,41478,2104,13,all levels,3.0,2015-12-30T21:28:31Z,web development
learn symfony 3 framework by practical examples,Pago,125,867,177,48,all levels,4.0,2016-09-19T21:05:38Z,web development
complete web development with html css and javascript,No Pago,0,2097,16,10,intermediate level,2.0,2017-06-27T21:49:31Z,web development
web hosting introduction: how to publish your website online,No Pago,0,5533,137,11,beginner level,1.0,2015-02-09T00:55:50Z,web development
django for beginners,Pago,175,534,16,51,beginner level,4.0,2016-08-23T18:49:41Z,web development
introduction to qgis python programming,Pago,85,197,26,28,beginner level,3.5,2016-12-22T00:11:22Z,web development
learning objectoriented javascript,Pago,75,533,54,23,intermediate level,3.0,2015-02-17T09:53:12Z,web development
bootstrap tutorial for beginners,Pago,20,1036,27,20,beginner level,2.0,2016-02-21T16:50:57Z,web development
learn bootstrap3 with multi purposes single page layout,No Pago,0,4503,146,122,all levels,21.0,2016-02-16T21:59:01Z,web development
html for beginners,No Pago,0,8592,336,35,beginner level,2.5,2013-07-20T00:52:41Z,web development
how to build wordpress themes: a web designer's guide,Pago,165,183,30,47,intermediate level,5.5,2017-03-31T23:56:08Z,web development
xml dtd :basics for beginners,Pago,35,903,3,7,all levels,0.55,2016-09-26T16:52:50Z,web development
learn to make an html 5 website with a video background,Pago,80,1236,18,14,all levels,0.5,2015-06-05T18:13:08Z,web development
learn authentication with aspnet identity security 2017,Pago,50,305,45,13,all levels,2.0,2016-02-26T17:41:37Z,web development
html and css foundations,No Pago,0,1544,15,29,beginner level,1.0,2017-06-23T16:51:54Z,web development
python web programming,Pago,100,1020,46,60,beginner level,6.0,2015-07-01T21:46:36Z,web development
build a complete registration and login system using php mvc,Pago,80,325,50,106,all levels,5.0,2017-02-23T22:20:23Z,web development
es6 / ecmascript 6 for beginners an introduction,No Pago,0,3227,19,21,intermediate level,2.0,2017-06-22T22:01:11Z,web development
react for visual learners,Pago,20,659,64,26,all levels,3.5,2016-07-18T21:41:36Z,web development
learn to create advance responsive websites with bootstrap,Pago,20,2528,15,30,all levels,2.0,2014-10-26T09:54:16Z,web development
master the art of web design with html & css,Pago,145,550,15,59,all levels,3.0,2016-12-28T20:23:56Z,web development
sell courses on your own website  no coding required!,Pago,100,1032,9,21,all levels,1.0,2016-04-18T17:36:30Z,web development
implementing a data warehouse with sql server 2012 ,Pago,85,1142,148,90,all levels,5.0,2015-05-01T23:08:38Z,web development
learning 200 jquery functions with 800 examples,Pago,195,1766,38,118,all levels,18.5,2015-02-24T22:57:40Z,web development
create complete web applications easily with apex 5,Pago,30,912,128,81,intermediate level,7.0,2015-07-14T20:30:11Z,web development
learn gulp the streaming build system,Pago,25,1305,38,16,all levels,1.5,2015-04-19T20:34:42Z,web development
perfect react js course  understand relevant details,Pago,200,653,20,25,beginner level,1.0,2017-01-17T05:40:31Z,web development
create a classified website in 2 hours  guaranteed,Pago,50,3411,84,22,all levels,1.0,2013-11-09T09:36:07Z,web development
learn html and css from scratch,No Pago,0,11533,240,18,beginner level,2.0,2016-02-19T15:50:39Z,web development
become a certified web developer  beginner to expert,Pago,200,3397,12,85,all levels,8.0,2015-04-06T16:38:49Z,web development
complete bootstrap 4 course  build 3 projects,No Pago,0,7865,241,36,all levels,5.0,2017-04-07T17:26:02Z,web development
up and running with phalcon,Pago,20,715,12,12,all levels,1.5,2016-11-10T15:33:54Z,web development
html : html awesomeness,Pago,25,988,23,27,beginner level,0.6333333333333333,2016-08-17T19:33:35Z,web development
build crud application  php & mysql,No Pago,0,4405,71,12,beginner level,1.5,2017-05-04T16:47:24Z,web development
all you need to know about angularjs  training on angularjs,Pago,50,1936,88,53,all levels,5.0,2014-03-07T19:09:28Z,web development
psd to a creative landing page using twitter bootstrap 3,No Pago,0,11666,546,20,beginner level,4.0,2016-04-07T00:04:27Z,web development
ready for production with spring boot actuator,Pago,55,361,26,49,intermediate level,2.5,2017-01-05T17:48:41Z,web development
angularjs for beginners,No Pago,0,30531,1948,53,all levels,3.0,2015-06-30T20:28:22Z,web development
learning path: akka: building applications and microservices,Pago,200,88,8,55,intermediate level,4.5,2017-05-04T00:35:35Z,web development
set up a localhost web server for faster website development,Pago,30,55,13,31,all levels,1.5,2017-06-12T15:12:19Z,web development
mastering meteor: reactive full stack javascript,Pago,95,494,46,37,expert level,3.0,2015-12-10T18:16:09Z,web development
build a professional wordpress website in an hour,Pago,20,1294,11,15,all levels,1.0,2014-12-31T04:42:49Z,web development
build a file hosting/sharing site in less than 2 hours ,Pago,20,976,29,13,all levels,1.5,2014-07-14T18:43:39Z,web development
introduction to java programming for online learners,Pago,200,1586,87,124,beginner level,22.0,2013-04-17T02:55:10Z,web development
create full featured landing page in ruby on rails in 3 hour,Pago,30,1550,15,23,all levels,3.0,2015-05-15T18:53:55Z,web development
how to create a  video blog with wordpress,Pago,25,1209,8,62,all levels,4.5,2016-03-29T17:43:26Z,web development
php for wordpress development,Pago,35,850,12,16,beginner level,1.0,2016-04-12T18:00:47Z,web development
create a professional website without programming/coding,No Pago,0,5421,93,20,all levels,1.5,2015-01-17T09:15:37Z,web development
how to build an autocomplete system like google,Pago,30,255,5,9,all levels,1.0,2016-10-12T23:24:28Z,web development
master emberjs : learn ember js from scratch,Pago,120,707,59,103,all levels,6.5,2015-07-10T21:24:15Z,web development
how to make a modern wordpress blog 2017! create your blog!,No Pago,0,6856,137,19,beginner level,2.0,2016-11-29T23:01:43Z,web development
learn top ten php frameworks by building projects,Pago,60,1007,96,87,all levels,17.5,2016-01-27T18:05:12Z,web development
how to make a video blog website from scratch w/ wordpress ,No Pago,0,12952,163,22,all levels,1.0,2015-10-21T23:31:22Z,web development
build websites and apps by outsourcing,Pago,20,2299,11,22,all levels,2.0,2015-07-20T22:16:39Z,web development
learning path: web applications with spring and angular,Pago,200,19,2,33,expert level,4.0,2017-06-28T21:04:21Z,web development
learn ruby on rails by building projects,Pago,60,1736,79,47,all levels,13.0,2014-11-12T09:33:28Z,web development
canvas image creator html5 javascript project from scratch,Pago,100,2195,10,35,intermediate level,3.5,2016-03-06T21:41:43Z,web development
javascript essentials,No Pago,0,47062,5590,41,beginner level,8.5,2016-01-20T19:08:27Z,web development
devtools 2017: the basics of chrome developer tools,No Pago,0,4569,108,18,beginner level,1.0,2017-04-14T16:58:12Z,web development
chrome extensions : develop 5 chrome extensions from scratch,No Pago,0,3655,85,44,beginner level,2.0,2017-03-30T15:22:46Z,web development
learn how to quickly build websites using wordpress,No Pago,0,15715,406,28,all levels,3.5,2014-12-18T12:50:07Z,web development
advance unix : file processing: awk | sed | grep | cut | vim,Pago,75,578,40,84,expert level,5.5,2017-01-27T05:12:57Z,web development
develop a professional onepage wordpress site with no coding,Pago,20,1747,13,13,beginner level,1.5,2016-08-29T16:47:15Z,web development
php specialist (2017 edition),Pago,100,197,11,53,beginner level,3.5,2017-03-28T23:39:37Z,web development
python programming: create an digital marketplace in django,Pago,195,4198,145,161,all levels,26.0,2013-10-20T19:53:28Z,web development
create ajax chat app with php & mysql,Pago,45,540,11,19,beginner level,1.0,2017-04-15T00:56:41Z,web development
mastering thymeleaf with spring,Pago,75,942,161,64,all levels,4.5,2016-02-05T20:42:25Z,web development
learn rails programming in less than 2 hours,Pago,35,2470,24,19,all levels,2.5,2015-09-23T02:21:50Z,web development
wordpress backup & restore,Pago,95,478,37,18,all levels,1.5,2016-09-15T17:20:21Z,web development
learn javascript dynamic interactive projects for beginners,Pago,100,2558,12,36,beginner level,3.0,2016-02-14T18:51:48Z,web development
build modern websites super fast,Pago,25,2178,22,19,all levels,1.5,2016-03-10T00:04:59Z,web development
sap  learn sapui5 professional development,Pago,195,860,201,56,all levels,7.0,2016-04-25T15:22:50Z,web development
wordpress security,Pago,95,2888,26,24,all levels,2.5,2015-04-13T17:53:02Z,web development
learn html5 at your own pace ideal for beginners,Pago,50,3026,60,67,all levels,7.0,2012-02-28T18:52:32Z,web development
build an amazon clone: nodejs + mongodb + stripe payment,Pago,20,2164,290,70,all levels,8.5,2016-01-08T17:16:48Z,web development
build real world websites from scratch using html5 and css3,Pago,195,10874,114,59,beginner level,7.5,2016-01-25T18:00:51Z,web development
how to become an app developer,Pago,200,1935,17,10,beginner level,1.0,2017-05-19T21:39:35Z,web development
modern javascript: building realworld realtime apps,Pago,50,1871,154,60,intermediate level,13.5,2016-03-30T21:15:15Z,web development
javascript introduction to object oriented javascript,Pago,90,7789,59,23,beginner level,1.5,2015-10-01T17:43:34Z,web development
core html how to get online quickly html to html5 ,Pago,90,10394,33,34,beginner level,3.5,2015-08-21T18:53:23Z,web development
building websites javascript and the dom,Pago,120,17759,64,37,beginner level,3.0,2016-09-26T14:48:26Z,web development
complete login and registration system in php and mysql,Pago,200,4714,149,28,all levels,4.0,2015-07-16T22:09:55Z,web development
the complete ecommerce web developer course 50,Pago,195,3209,58,96,all levels,12.5,2016-09-13T16:12:58Z,web development
html5 canvas bootcamp for beginners 25 easy steps,Pago,120,14118,30,27,beginner level,2.0,2016-03-01T23:04:23Z,web development
advanced html5 tutorial for web developers,Pago,50,11847,57,57,all levels,7.5,2012-10-17T11:07:41Z,web development
learn the basics of programming for marketers,Pago,55,11339,43,26,beginner level,3.5,2015-04-21T17:24:26Z,web development
css for beginners,Pago,85,1156,13,28,beginner level,2.5,2015-10-21T20:14:34Z,web development
grunt js: automate web development tasks and save your time,Pago,55,1534,33,18,all levels,1.5,2015-03-02T23:34:14Z,web development
mastering web and mobile debugging using chrome dev tools,Pago,195,1102,12,21,all levels,2.0,2016-01-29T21:02:49Z,web development
html : beginner guide to html writing,Pago,20,783,20,13,beginner level,0.6166666666666667,2016-07-28T18:50:58Z,web development
build web apps using emberjs: the complete course,Pago,40,627,126,31,all levels,4.5,2015-12-10T18:01:55Z,web development
sharepoint 2013 development using c#  part i,Pago,50,891,101,119,all levels,8.5,2014-11-06T13:59:44Z,web development
sap crystal reports with aspnet (step by step),No Pago,0,7484,304,5,beginner level,1.0,2015-03-04T01:33:32Z,web development
building responsive data visualizations with d3 js,Pago,85,876,59,28,all levels,2.0,2015-06-12T20:17:52Z,web development
learn rails programming in less than 30 minute  lite,Pago,20,1235,25,7,all levels,0.6333333333333333,2016-01-06T17:49:01Z,web development
sass  beginner crash course,Pago,25,1143,34,13,beginner level,1.0,2015-02-12T17:13:26Z,web development
angular 2 fundamentals for web developers,Pago,40,450,61,41,all levels,6.0,2016-04-14T18:43:47Z,web development
easily learn web development with drop & drag: optimizepress,Pago,20,1442,9,25,beginner level,2.0,2015-01-23T06:46:27Z,web development
xml xslt  crash course for beginners,Pago,45,426,4,9,all levels,1.0,2017-02-19T18:11:07Z,web development
create your own successful online school to sell courses,Pago,95,2814,14,39,beginner level,2.0,2014-11-18T04:02:55Z,web development
flask tutorial step by step,No Pago,0,4645,171,19,intermediate level,2.0,2017-02-28T16:27:45Z,web development
ruby on rails a beginners guide ,No Pago,0,13130,346,88,beginner level,6.5,2016-03-18T14:58:53Z,web development
mastering basic css selectors,No Pago,0,3933,23,14,beginner level,3.0,2017-05-09T22:13:22Z,web development
create a website similar to facebook from scratch!,Pago,25,2197,9,12,all levels,1.5,2016-02-09T06:15:07Z,web development
comprehensive typescript,Pago,125,1318,78,51,all levels,4.5,2015-04-13T19:00:50Z,web development
essential html css & html5 training,Pago,50,1553,35,43,beginner level,5.5,2015-04-12T22:20:58Z,web development
html 5 and css 3  tricks and workarounds,Pago,80,2007,10,113,all levels,5.5,2016-02-18T00:21:26Z,web development
how to register a domain set up hosting and edit web pages,Pago,45,1540,19,39,beginner level,3.0,2015-05-21T19:37:46Z,web development
wordpress plugins treasure chest,Pago,25,1655,10,44,intermediate level,3.0,2015-08-06T21:01:21Z,web development
practical understanding of php and mysql,No Pago,0,12201,217,24,beginner level,5.5,2016-07-06T16:35:25Z,web development
angularjs for beginners singlepage applications made easy,Pago,200,1284,46,30,all levels,1.5,2014-11-18T06:03:56Z,web development
building a social network in php & mysql from scratch,Pago,50,869,125,78,all levels,14.0,2015-03-17T16:54:15Z,web development
xml dom  crash course for beginners,Pago,45,396,6,8,all levels,0.5666666666666667,2017-02-19T23:41:32Z,web development
create a powerful website with the cool bootstrap framework,No Pago,0,7142,41,25,all levels,4.0,2016-02-02T23:35:43Z,web development
html5 and css3 start building beautiful websites,Pago,150,1414,14,22,all levels,2.5,2015-05-14T22:21:39Z,web development
getting started as a web developer,No Pago,0,9833,241,15,beginner level,1.0,2014-08-16T22:20:47Z,web development
learn laravel: create your web app stepbystep,Pago,45,604,47,35,all levels,4.0,2015-05-20T19:48:45Z,web development
professional web scraping with java,Pago,50,685,37,14,intermediate level,1.0,2016-05-16T00:11:41Z,web development
3d programming with webgl and babylonjs for beginners,Pago,200,549,49,18,intermediate level,2.0,2015-08-31T21:07:26Z,web development
learn to make a colorful one page website,Pago,200,1220,16,16,all levels,0.5666666666666667,2015-06-05T18:09:58Z,web development
wordpress plugin tutorial,Pago,40,1588,8,15,beginner level,0.5666666666666667,2015-05-14T21:38:00Z,web development
introduction to html,No Pago,0,8371,212,18,beginner level,1.5,2014-08-30T01:33:38Z,web development
learn javascript from scratch:become top rated web developer,Pago,65,2570,17,87,all levels,5.0,2017-06-29T18:10:15Z,web development
installing wordpress 4  installation registrars & hosting,Pago,45,6117,188,28,beginner level,2.5,2014-10-31T07:21:32Z,web development
learn php programming for absolute beginners,Pago,35,5368,78,20,all levels,2.0,2015-08-05T18:47:48Z,web development
wordpress for beginners 2017 + google adsense implementation,Pago,195,2225,14,64,all levels,6.5,2017-06-05T18:20:34Z,web development
javascript for beginners in 1 hour,Pago,95,2086,56,22,beginner level,1.0,2016-12-12T16:52:38Z,web development
html5 and css for beginner to expert,Pago,20,1732,15,48,all levels,4.5,2017-06-06T22:27:23Z,web development
become a kickass web developer: from newbie to pro,Pago,200,6751,44,353,all levels,48.5,2014-10-02T15:47:45Z,web development
django tutorial: build your first app fast & free! ,Pago,20,5228,180,27,beginner level,2.5,2015-09-08T00:17:23Z,web development
create a social network using php mysqli html css and jquery,Pago,40,1477,17,27,intermediate level,6.0,2017-04-24T00:18:42Z,web development
php  send and receive mobile text messages (sms),Pago,50,1626,81,18,all levels,1.5,2016-06-15T23:04:19Z,web development
complete php course with oop start to finish!,Pago,200,4529,54,29,all levels,2.0,2015-11-26T22:25:33Z,web development
coding made easy: html & css for beginners,Pago,40,3254,92,16,beginner level,1.5,2016-06-07T17:35:07Z,web development
wordpress security  the ultimate security guide,Pago,60,2267,17,29,all levels,1.5,2015-01-04T20:28:06Z,web development
how to make a single page website for freelancers & agencies,No Pago,0,17463,283,30,all levels,1.5,2015-10-15T20:13:38Z,web development
learn to use jquery ui widgets,No Pago,0,23669,521,9,beginner level,1.0,2013-06-23T02:38:19Z,web development
learn to create responsive layouts in 30 minutes,No Pago,0,5301,174,6,beginner level,0.5,2017-01-17T22:26:51Z,web development
web building starter pack html css and jquery animations,Pago,30,1033,16,42,all levels,7.5,2016-10-07T21:58:04Z,web development
getting started with angular 2+,No Pago,0,6909,401,14,beginner level,2.0,2017-04-27T22:25:40Z,web development
intro to php web application development with symfony,Pago,200,4040,72,20,beginner level,1.5,2013-09-06T02:34:20Z,web development
learn oauth 20  theory and hands on,Pago,145,546,69,21,all levels,3.0,2016-10-17T22:18:40Z,web development
learning css3  a comprehensive tutorial for web developers,Pago,50,2459,107,101,all levels,8.0,2012-05-24T21:14:57Z,web development
professional wordpress theme development from scratch,Pago,200,1284,173,301,all levels,25.5,2015-10-13T00:41:30Z,web development
php zend framework 111:creating a crud application,Pago,40,1122,5,7,all levels,0.5833333333333334,2016-11-24T04:49:57Z,web development
write quicker html5 and css 3; productivity hacks with emmet,No Pago,0,13016,286,15,all levels,1.5,2016-03-03T17:45:31Z,web development
the ultimate jquery course,Pago,20,1098,15,54,all levels,2.5,2015-11-13T19:37:48Z,web development
build an advanced single page with bootstrap & wordpress,Pago,95,481,75,77,intermediate level,6.0,2015-04-08T16:23:36Z,web development
master all php ideas 2017 to build any project,Pago,50,376,19,49,beginner level,3.0,2017-02-12T17:54:34Z,web development
a beginner's guide to the meteor javascript framework,Pago,50,898,132,40,beginner level,2.0,2014-09-27T02:27:57Z,web development
create an ecommerce website without any coding,Pago,20,1393,40,9,all levels,0.5166666666666666,2014-12-18T00:04:38Z,web development
learn to build apps using play framework,Pago,40,434,69,23,all levels,5.5,2016-06-07T17:38:29Z,web development
introducing ionic 2,Pago,50,394,78,22,beginner level,1.5,2016-02-08T20:43:47Z,web development
learn laravel with database migration & seeding & faker,Pago,20,263,14,7,all levels,1.0,2017-01-09T16:39:16Z,web development
create a client network by hosting wordpress sites,Pago,35,1061,8,17,intermediate level,1.0,2015-03-02T21:42:06Z,web development
introduction to php slim microframework,Pago,20,1312,19,11,intermediate level,1.0,2015-08-07T16:53:35Z,web development
asp :basics for beginners,Pago,35,764,7,8,all levels,1.0,2016-09-29T15:52:42Z,web development
wordpress development with nodejs gulp composer & more,Pago,25,289,30,30,intermediate level,4.0,2016-10-25T13:47:26Z,web development
become php facebook developer: passwordless authentication,Pago,195,4001,8,37,all levels,4.0,2017-05-07T19:30:36Z,web development
how to create your very first website with html and css,Pago,100,5097,196,37,beginner level,2.0,2016-04-09T01:56:01Z,web development
learn json for beginners with javascript,Pago,200,3193,10,23,beginner level,1.5,2017-06-30T17:40:02Z,web development
ultimate guide to social media web development integration ,Pago,200,11011,13,36,all levels,2.5,2015-09-20T18:13:38Z,web development
a complete laravel basics from beginner to expert,Pago,25,3492,61,12,all levels,1.5,2016-12-06T22:07:53Z,web development
jquery basics  learn jquery from scratch,Pago,100,3559,24,18,beginner level,1.0,2017-06-18T21:23:07Z,web development
learn meteorjs by building 10 real world projects,Pago,50,2784,221,79,all levels,15.0,2015-07-28T17:23:14Z,web development
javascript basics for beginners introduction to coding,Pago,150,5495,52,18,beginner level,1.5,2016-02-17T04:53:50Z,web development
angularjs masterclass  deep dive & understand angularjs,Pago,100,2912,309,85,all levels,6.0,2015-03-04T22:52:26Z,web development
html5 for beginners,Pago,195,9687,59,59,beginner level,5.0,2015-04-24T18:04:21Z,web development
all in one html css and jquery,Pago,20,3444,35,16,all levels,3.0,2017-01-27T22:27:20Z,web development
responsive design with new materialize,Pago,75,12629,88,36,all levels,1.5,2015-07-23T20:03:45Z,web development
create a responsive business website with wordpress,Pago,95,1659,73,38,all levels,5.5,2013-03-25T01:44:54Z,web development
php webservices,Pago,30,1305,25,8,all levels,0.5666666666666667,2016-08-31T16:41:53Z,web development
javascript promises: applications in es6 and angularjs,Pago,75,651,52,20,beginner level,2.5,2015-11-06T19:02:46Z,web development
learn to build 20 websites and build 14 ios9 apps with swift,Pago,40,1926,9,458,all levels,22.5,2015-07-24T21:45:40Z,web development
professional css flexbox,Pago,35,396,130,21,intermediate level,0.7166666666666667,2016-04-07T23:21:42Z,web development
xml :basics for beginners,Pago,40,1062,12,11,all levels,0.65,2016-09-26T16:38:41Z,web development
how to create paypal and credit card payment buttons,Pago,65,578,6,8,beginner level,1.0,2016-11-17T20:57:25Z,web development
customizr  learn wordpress with the ultimate creative theme,No Pago,0,4735,81,69,beginner level,5.0,2016-05-05T19:08:34Z,web development
how to create a local wordpress environment,No Pago,0,4306,163,12,beginner level,0.5166666666666666,2016-02-07T18:58:40Z,web development
fun and creative web engineering with python and web2py,No Pago,0,10917,319,25,all levels,2.0,2015-06-09T19:51:50Z,web development
wordpress for beginners  build your first website in 2017,Pago,100,1701,125,88,beginner level,7.0,2015-06-23T20:16:55Z,web development
learn to make an animated image gallery using html5,No Pago,0,11080,165,7,beginner level,1.0,2014-11-20T11:37:05Z,web development
projects in foundation framework  learn by building 10 apps,Pago,50,636,33,54,all levels,10.0,2015-07-27T20:56:27Z,web development
drupal for beginners,Pago,30,1478,18,83,beginner level,5.0,2015-01-26T06:54:58Z,web development
laravel : crud application using ajax in laravel 53,Pago,20,362,19,8,intermediate level,1.0,2017-01-09T16:52:33Z,web development
foundations of frontend web development,No Pago,0,8337,300,129,beginner level,20.5,2014-12-12T21:47:15Z,web development
angular 2  superheroic framework,Pago,20,702,21,30,beginner level,3.0,2016-05-04T16:35:07Z,web development
social network web development,Pago,200,2698,29,57,all levels,8.0,2013-09-03T06:29:24Z,web development
for free  deploy quickly spring boot on heroku with mysql,Pago,95,177,19,10,all levels,1.0,2016-08-06T07:33:17Z,web development
building web applications with spring mvc,Pago,85,714,48,28,all levels,3.0,2014-12-09T13:34:19Z,web development
html5 css3 & bootstrap  how to create a responsive website,Pago,20,1062,20,32,all levels,3.5,2015-07-31T23:56:22Z,web development
html & css  learn to build sleek websites ,Pago,55,1552,14,44,all levels,3.5,2014-10-21T03:35:47Z,web development
master angular 2  the no nonsense course,Pago,25,102,27,36,beginner level,2.5,2016-11-24T04:06:21Z,web development
master asp  net 4 from scratch,Pago,50,613,135,116,all levels,16.0,2015-08-18T20:58:37Z,web development
coffeescript: the good parts—write better javascript,Pago,50,2152,19,15,beginner level,2.5,2015-01-13T04:50:51Z,web development
mastering magento,Pago,85,1063,101,40,all levels,3.5,2014-12-15T07:05:38Z,web development
ultimate javascript strings,No Pago,0,3142,117,20,beginner level,0.6166666666666667,2016-07-29T12:53:13Z,web development
your own site in 45 min: the complete wordpress course,Pago,120,1566,29,36,all levels,4.0,2015-04-20T22:15:17Z,web development
redirect your visitors by country easily wordpress tutorial,Pago,20,2306,3,24,beginner level,1.0,2015-02-05T18:04:53Z,web development
learn knockout js framework from groundup,Pago,40,633,104,31,all levels,5.0,2015-10-15T17:04:20Z,web development
build responsive websites  in an hour using portalfin,No Pago,0,2859,42,17,all levels,0.7333333333333333,2016-09-25T17:45:52Z,web development
master riot: learn riotjs from scratch,Pago,125,299,75,34,intermediate level,3.5,2016-07-14T16:57:24Z,web development
learn w3css,Pago,50,1002,7,10,all levels,0.5666666666666667,2016-09-01T17:18:52Z,web development
learning axure rp,Pago,75,631,103,65,all levels,4.5,2015-04-08T19:29:35Z,web development
complete guide to install wordpress php on cloudaws or vps,Pago,50,1386,17,28,all levels,3.0,2016-01-06T17:20:55Z,web development
kids coding introduction to html css and javascript,Pago,200,2355,143,215,beginner level,7.0,2012-11-26T20:00:40Z,web development
introduction to voice design with amazon's alexa,No Pago,0,6742,1036,6,beginner level,0.6833333333333333,2016-01-18T00:18:08Z,web development
how to create a social network for a nicherelated community,Pago,100,1853,34,39,all levels,2.0,2015-07-12T22:55:57Z,web development
webpack 1 & 2  the complete guide,Pago,40,252,46,79,all levels,6.5,2017-03-10T22:04:41Z,web development
star rating project ajax with json response from php mysql,Pago,120,1302,18,22,beginner level,1.5,2016-01-13T17:02:38Z,web development
wordpress for beginners :build websites fast without coding ,Pago,50,1658,72,68,all levels,5.0,2015-09-08T19:33:25Z,web development
aspnet mvc quick start,No Pago,0,15092,1234,65,intermediate level,5.5,2016-08-23T15:59:10Z,web development
build a chatbot integrated website using bootstrap 4,Pago,50,165,13,28,all levels,3.0,2017-04-28T16:54:20Z,web development
how to create a wordpress website without paying a developer,Pago,20,4333,16,17,beginner level,1.0,2014-10-20T11:53:12Z,web development
psd to bootstrap 3 for beginners using html & css,Pago,20,976,93,46,beginner level,2.5,2015-11-03T21:03:34Z,web development
build advanced responsive websites with foundation 6 & sass,Pago,200,1276,245,271,all levels,22.5,2015-07-08T22:31:50Z,web development
learn essential javascript fundamentals  lite,Pago,20,1476,27,8,all levels,0.65,2016-01-04T18:17:31Z,web development
